record,cell_line,representation,r_gamma,r_gamma_normalised,ceiling,replicate,p_value,z,null_mean,null_sd
hallmark_permuted_null,RPE1,hallmark_null,0.02103284759,0.02801253494,0.7508369964,4,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.005383618885,0.007187818503,0.7489920457,5,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02644784044,0.03651529298,0.724294899,6,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03107387806,0.04253791111,0.7304984483,7,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.00522364759,0.007015215105,0.7446168809,8,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01563002554,0.02113554184,0.7395138321,9,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02328131169,0.02998978442,0.7763080708,10,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02028985252,0.02697273069,0.7522357581,11,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.05905325082,0.07581200211,0.7789432962,12,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0003257161943,0.0004472225239,0.7283090115,13,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.06111759937,-0.08955375066,0.6824683379,14,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01814843723,0.02444841584,0.7423154675,15,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.005371716459,-0.006990358226,0.768446521,16,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.05413269011,0.07005738032,0.7726907552,17,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02858606709,0.04023928057,0.7104020422,18,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01628099589,0.02193516502,0.7422326602,19,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.07311189882,0.09191584727,0.7954221278,20,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02430647015,-0.03404746309,0.7138995962,21,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01740743014,0.02301066418,0.7564940328,22,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02631791216,-0.03530812706,0.7453783123,23,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02994257458,0.03976900845,0.7529122737,24,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02227129171,0.02934501873,0.7589462429,25,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02574419597,0.03489271422,0.7378100713,26,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01675057805,-0.02268819339,0.7382949256,27,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01543634668,-0.02146188265,0.7192447622,28,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.004176382234,-0.005767072298,0.7241771939,29,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.04113171812,0.05296490376,0.776584402,30,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.0007130977145,-0.0008961272426,0.7957549783,31,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.005463024376,0.007083558462,0.7712259884,32,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02857330222,-0.03840765915,0.7439480265,33,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.04659270995,0.06051389696,0.7699505781,34,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01399004402,-0.01949289261,0.7176997432,35,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01268916439,0.01690944221,0.7504188628,36,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01698897113,0.02263569801,0.7505388669,37,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01660940461,0.02321172301,0.7155610379,38,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02248826861,-0.03097386924,0.7260400192,39,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.002814741142,0.00396675656,0.7095825264,40,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.004177732282,0.005527935295,0.7557491285,41,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.007045891624,0.00932209482,0.7558270711,42,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01037755203,0.01350403398,0.7684779264,43,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02263258655,0.02875066566,0.7872021752,44,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02200216098,-0.0302997368,0.7261502346,45,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.05674764548,0.07356234926,0.77142242,46,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.003426962427,0.004735419547,0.7236871818,47,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.06844239732,0.08567916869,0.7988219117,48,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.04967181676,-0.0674637799,0.736273847,49,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03032850743,0.04073800515,0.7444769896,50,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01248724232,0.01707951939,0.7311237533,51,,,,
hallmark_permuted_null,RPE1,hallmark_null,8.345489348e-05,0.0001188132568,0.7024038875,52,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01593287883,0.02161035995,0.7372796597,53,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02352703569,-0.03268069504,0.7199062216,54,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0444291179,0.05827569208,0.7623953713,55,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02497946258,0.03369978615,0.7412350474,56,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02442042752,-0.03558235886,0.6863071562,57,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02164296989,-0.02876272431,0.7524659227,58,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.002050950031,-0.002863501117,0.7162386,59,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0006886615965,0.0009633563972,0.7148565146,60,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.1136451384,0.1440114915,0.7891393751,61,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.07640659763,0.09619225714,0.7943113084,62,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02461764164,-0.03615212536,0.6809459026,63,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02996800893,-0.04143797467,0.7232015844,64,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02065787773,0.02738227517,0.7544251747,65,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.04020938697,0.05209071367,0.7719108482,66,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.007040164214,0.009383607879,0.7502619786,67,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.002479329944,-0.00336678988,0.7364076858,68,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02799126958,0.03819969327,0.7327616319,69,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.1065688101,0.1356445506,0.7856475595,70,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01745081589,-0.02285524182,0.7635366987,71,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.02032819055,0.02652752641,0.7663055439,72,,,,
